Gene	gene_id	type	chr	start	stop	gene_name.84	gene_id.84	gene_type.84	Balaton.consensus.calls
703	SYTL5	ENSG00000147041	protein_coding	chrX	38006553	38128819	SYTL5	ENSG00000147041	protein_coding	S
704	TAB3	ENSG00000157625	protein_coding	chrX	30827442	30975084	TAB3	ENSG00000157625	protein_coding	S
705	TAF1	ENSG00000147133	protein_coding	chrX	71366222	71532374	TAF1	ENSG00000147133	protein_coding	S
706	TAF7L	ENSG00000102387	protein_coding	chrX	101268253	101293057	TAF7L	ENSG00000102387	protein_coding	E
707	TAF9B	ENSG00000187325	protein_coding	chrX	78129748	78139650	TAF9B	ENSG00000187325	protein_coding	S
708	TASL	ENSG00000120280	protein_coding	chrX	30558809	30577766	CXorf21	ENSG00000120280	protein_coding	VE
709	TAZ	ENSG00000102125	protein_coding	chrX	154411524	154421726	TAZ	ENSG00000102125	protein_coding	S
710	TBC1D25	ENSG00000068354	protein_coding	chrX	48539714	48562609	TBC1D25	ENSG00000068354	protein_coding	S
711	TBC1D8B	ENSG00000133138	protein_coding	chrX	106802673	106876150	TBC1D8B	ENSG00000133138	protein_coding	S
712	TBL1X	ENSG00000101849	protein_coding	chrX	9463320	9741037	TBL1X	ENSG00000101849	protein_coding	Discordant
713	TBX22	ENSG00000122145	protein_coding	chrX	80014753	80031774	TBX22	ENSG00000122145	protein_coding	S
714	TCEAL1	ENSG00000172465	protein_coding	chrX	103628704	103630953	TCEAL1	ENSG00000172465	protein_coding	S
715	TCEAL2	ENSG00000184905	protein_coding	chrX	102125679	102140426	TCEAL2	ENSG00000184905	protein_coding	S
716	TCEAL3	ENSG00000196507	protein_coding	chrX	103607451	103629690	TCEAL3	ENSG00000196507	protein_coding	No call
717	TCEAL4	ENSG00000133142	protein_coding	chrX	103576231	103587729	TCEAL4	ENSG00000133142	protein_coding	S
718	TCEAL5	ENSG00000204065	protein_coding	chrX	103273691	103276750	TCEAL5	ENSG00000204065	protein_coding	No call
719	TCEAL6	ENSG00000204071	protein_coding	chrX	102140476	102142970	TCEAL6	ENSG00000204071	protein_coding	No call
720	TCEAL7	ENSG00000182916	protein_coding	chrX	103330229	103332326	TCEAL7	ENSG00000182916	protein_coding	S
721	TCEAL8	ENSG00000180964	protein_coding	chrX	103252995	103255192	TCEAL8	ENSG00000180964	protein_coding	S
722	TCEAL9	ENSG00000185222	protein_coding	chrX	103356489	103358462	WBP5	ENSG00000185222	protein_coding	VE
723	TCEANC	ENSG00000176896	protein_coding	chrX	13653189	13681964	TCEANC	ENSG00000176896	protein_coding	Mostly E
724	TCP11X1	ENSG00000268235	protein_coding	chrX	102215301	102229532	TCP11X1	ENSG00000268235	transcribed_unprocessed_pseudogene	NA
725	TCP11X2	ENSG00000215029	protein_coding	chrX	102456862	102471842	TCP11X2	ENSG00000215029	protein_coding	NA
726	TDGF1P3	ENSG00000225366	protein_coding	chrX	110520312	110523021	TDGF1P3	ENSG00000225366	transcribed_processed_pseudogene	No call
727	TENM1	ENSG00000009694	protein_coding	chrX	124375903	124963817	TENM1	ENSG00000009694	protein_coding	Discordant
728	TENT5D	ENSG00000174016	protein_coding	chrX	80335504	80445311	FAM46D	ENSG00000174016	protein_coding	No call
729	TEX11	ENSG00000120498	protein_coding	chrX	70528940	70908711	TEX11	ENSG00000120498	protein_coding	No call
730	TEX13A	ENSG00000268629	protein_coding	chrX	105218929	105220694	TEX13A	ENSG00000268629	protein_coding	No call
731	TEX13B	ENSG00000170925	protein_coding	chrX	107980864	107982370	TEX13B	ENSG00000170925	protein_coding	No call
732	TEX13C	ENSG00000282815	protein_coding	chrX	125320120	125325214	TEX13C	ENSG00000282815	protein_coding	No call
733	TEX13D	ENSG00000282419	protein_coding	chrX	124246249	124336863	TEX13D	ENSG00000282419	protein_coding	NA
734	TEX28	ENSG00000278057	protein_coding	chrX	154271265	154295853	TEX28	ENSG00000278057	protein_coding	No call
735	TFDP3	ENSG00000183434	protein_coding	chrX	133216662	133218354	TFDP3	ENSG00000183434	protein_coding	No call
736	TFE3	ENSG00000068323	protein_coding	chrX	49028726	49043410	TFE3	ENSG00000068323	protein_coding	Mostly S
737	TGIF2LX	ENSG00000153779	protein_coding	chrX	89921908	89922883	TGIF2LX	ENSG00000153779	protein_coding	No call
738	THOC2	ENSG00000125676	protein_coding	chrX	123600561	123733056	THOC2	ENSG00000125676	protein_coding	S
739	TIMM17B	ENSG00000126768	protein_coding	chrX	48893447	48898143	TIMM17B	ENSG00000126768	protein_coding	Mostly S
740	TIMM8A	ENSG00000126953	protein_coding	chrX	101345661	101348742	TIMM8A	ENSG00000126953	protein_coding	Mostly S
741	TIMP1	ENSG00000102265	protein_coding	chrX	47582408	47586789	TIMP1	ENSG00000102265	protein_coding	VE
742	TKTL1	ENSG00000007350	protein_coding	chrX	154295795	154330350	TKTL1	ENSG00000007350	protein_coding	Discordant
743	TLR7	ENSG00000196664	protein_coding	chrX	12867072	12890361	TLR7	ENSG00000196664	protein_coding	S
744	TLR8	ENSG00000101916	protein_coding	chrX	12906620	12923169	TLR8	ENSG00000101916	protein_coding	No call
745	TMEM164	ENSG00000157600	protein_coding	chrX	110002631	110182734	TMEM164	ENSG00000157600	protein_coding	S
746	TMEM185A	ENSG00000269556	protein_coding	chrX	149596556	149631912	TMEM185A	ENSG00000269556	protein_coding	S
747	TMEM187	ENSG00000177854	protein_coding	chrX	153972754	153983194	TMEM187	ENSG00000177854	protein_coding	Mostly VE
748	TMEM255A	ENSG00000125355	protein_coding	chrX	120258650	120311556	TMEM255A	ENSG00000125355	protein_coding	Mostly S
749	TMEM31	ENSG00000179363	protein_coding	chrX	103710909	103714032	TMEM31	ENSG00000179363	protein_coding	No call
750	TMEM35A	ENSG00000126950	protein_coding	chrX	101078879	101096367	TMEM35	ENSG00000126950	protein_coding	S
751	TMEM47	ENSG00000147027	protein_coding	chrX	34627075	34657285	TMEM47	ENSG00000147027	protein_coding	S
752	TMLHE	ENSG00000185973	protein_coding	chrX	155489011	155719098	TMLHE	ENSG00000185973	protein_coding	S
753	TMSB15A	ENSG00000158164	protein_coding	chrX	102513682	102516739	TMSB15A	ENSG00000158164	protein_coding	S
754	TMSB15B	ENSG00000158427	protein_coding	chrX	103918896	103966712	TMSB15B	ENSG00000158427	protein_coding	Mostly S
755	TMSB4X	ENSG00000205542	protein_coding	chrX	12975110	12977227	TMSB4X	ENSG00000205542	protein_coding	No call
756	TNMD	ENSG00000000005	protein_coding	chrX	100584936	100599885	TNMD	ENSG00000000005	protein_coding	No call
757	TRAPPC2	ENSG00000196459	protein_coding	chrX	13712244	13734635	TRAPPC2	ENSG00000196459	protein_coding	Mostly E
758	TREX2	ENSG00000183479	protein_coding	chrX	153444473	153470587	TREX2	ENSG00000183479	protein_coding	S
759	TRMT2B	ENSG00000188917	protein_coding	chrX	101009346	101052116	TRMT2B	ENSG00000188917	protein_coding	S
760	TRO	ENSG00000067445	protein_coding	chrX	54920462	54931431	TRO	ENSG00000067445	protein_coding	Mostly S
761	TRPC5	ENSG00000072315	protein_coding	chrX	111768011	112082776	TRPC5	ENSG00000072315	protein_coding	VE
762	TRPC5OS	ENSG00000204025	protein_coding	chrX	111876051	111903990	TRPC5OS	ENSG00000204025	antisense	No call
763	TSC22D3	ENSG00000157514	protein_coding	chrX	107713221	107777342	TSC22D3	ENSG00000157514	protein_coding	Mostly S
764	TSIX	ENSG00000270641	lncRNA	chrX	73792205	73829231	TSIX	ENSG00000270641	lincRNA	VE
765	TSPAN6	ENSG00000000003	protein_coding	chrX	100627108	100639991	TSPAN6	ENSG00000000003	protein_coding	Mostly S
766	TSPAN7	ENSG00000156298	protein_coding	chrX	38561542	38688920	TSPAN7	ENSG00000156298	protein_coding	Mostly S
767	TSPYL2	ENSG00000184205	protein_coding	chrX	53082367	53088540	TSPYL2	ENSG00000184205	protein_coding	S
768	TSR2	ENSG00000158526	protein_coding	chrX	54440404	54448032	TSR2	ENSG00000158526	protein_coding	S
769	TXLNG	ENSG00000086712	protein_coding	chrX	16786432	16844519	TXLNG	ENSG00000086712	protein_coding	E
770	UBA1	ENSG00000130985	protein_coding	chrX	47190861	47215128	UBA1	ENSG00000130985	protein_coding	E
771	UBE2A	ENSG00000077721	protein_coding	chrX	119574536	119591083	UBE2A	ENSG00000077721	protein_coding	S
772	UBL4A	ENSG00000102178	protein_coding	chrX	154483717	154486615	UBL4A	ENSG00000102178	protein_coding	S
773	UBQLN2	ENSG00000188021	protein_coding	chrX	56563627	56567868	UBQLN2	ENSG00000188021	protein_coding	S
774	UPF3B	ENSG00000125351	protein_coding	chrX	119805311	119852998	UPF3B	ENSG00000125351	protein_coding	S
775	UPRT	ENSG00000094841	protein_coding	chrX	75156388	75304885	UPRT	ENSG00000094841	protein_coding	Mostly S
776	USP11	ENSG00000102226	protein_coding	chrX	47232866	47248328	USP11	ENSG00000102226	protein_coding	Discordant
777	USP26	ENSG00000134588	protein_coding	chrX	133024631	133097109	USP26	ENSG00000134588	protein_coding	No call
778	USP27X	ENSG00000273820	protein_coding	chrX	49879484	49882558	USP27X	ENSG00000273820	protein_coding	No call
779	USP51	ENSG00000247746	protein_coding	chrX	55484616	55489848	USP51	ENSG00000247746	protein_coding	S
780	USP9X	ENSG00000124486	protein_coding	chrX	41085445	41236579	USP9X	ENSG00000124486	protein_coding	Mostly E
781	UTP14A	ENSG00000156697	protein_coding	chrX	129906121	129929761	UTP14A	ENSG00000156697	protein_coding	Mostly S
782	UXT	ENSG00000126756	protein_coding	chrX	47651796	47659180	UXT	ENSG00000126756	protein_coding	S
783	VAMP7	ENSG00000124333	protein_coding	chrX	155881345	155943769	VAMP7	ENSG00000124333	protein_coding	S
784	VBP1	ENSG00000155959	protein_coding	chrX	155197007	155239841	VBP1	ENSG00000155959	protein_coding	S
785	VCX	ENSG00000182583	protein_coding	chrX	7842262	7844143	VCX	ENSG00000182583	protein_coding	No call
786	VCX2	ENSG00000177504	protein_coding	chrX	8169944	8171267	VCX2	ENSG00000177504	protein_coding	No call
787	VCX3A	ENSG00000169059	protein_coding	chrX	6533618	6535118	VCX3A	ENSG00000169059	protein_coding	No call
788	VCX3B	ENSG00000205642	protein_coding	chrX	8464830	8466510	VCX3B	ENSG00000205642	protein_coding	No call
789	VEGFD	ENSG00000165197	protein_coding	chrX	15345596	15384413	FIGF	ENSG00000165197	protein_coding	S
790	VGLL1	ENSG00000102243	protein_coding	chrX	136532215	136556807	VGLL1	ENSG00000102243	protein_coding	E
791	VMA21	ENSG00000160131	protein_coding	chrX	151396515	151409364	VMA21	ENSG00000160131	protein_coding	S
792	VSIG1	ENSG00000101842	protein_coding	chrX	108044970	108079184	VSIG1	ENSG00000101842	protein_coding	No call
793	VSIG4	ENSG00000155659	protein_coding	chrX	66021738	66040125	VSIG4	ENSG00000155659	protein_coding	No call
794	WAS	ENSG00000015285	protein_coding	chrX	48676596	48691427	WAS	ENSG00000015285	protein_coding	VE
795	WASH6P	ENSG00000182484	protein_coding	chrX	156020826	156025710	WASH6P	ENSG00000182484	transcribed_unprocessed_pseudogene	No call
796	WDR13	ENSG00000101940	protein_coding	chrX	48590042	48608869	WDR13	ENSG00000101940	protein_coding	S
797	WDR44	ENSG00000131725	protein_coding	chrX	118346073	118449961	WDR44	ENSG00000131725	protein_coding	S
798	WDR45	ENSG00000196998	protein_coding	chrX	49074433	49101170	WDR45	ENSG00000196998	protein_coding	S
799	WNK3	ENSG00000196632	protein_coding	chrX	54192823	54358642	WNK3	ENSG00000196632	protein_coding	S
800	WWC3	ENSG00000047644	protein_coding	chrX	10015254	10144474	WWC3	ENSG00000047644	protein_coding	Mostly S
801	XACT	ENSG00000241743	lncRNA	chrX	113616300	114059289	XACT	ENSG00000241743	lincRNA	NA
802	XAGE1A	ENSG00000204379	protein_coding	chrX	52495808	52500812	XAGE1A	ENSG00000204379	protein_coding	NA
803	XAGE1B	ENSG00000204382	protein_coding	chrX	52512077	52520803	XAGE1B	ENSG00000204382	protein_coding	NA
804	XAGE2	ENSG00000155622	protein_coding	chrX	52369021	52375680	XAGE2	ENSG00000155622	protein_coding	No call
805	XAGE3	ENSG00000171402	protein_coding	chrX	52862525	52868083	XAGE3	ENSG00000171402	protein_coding	No call
806	XAGE5	ENSG00000171405	protein_coding	chrX	52811287	52818301	XAGE5	ENSG00000171405	protein_coding	No call
807	XG	ENSG00000124343	protein_coding	chrX	2752040	2816500	XG	ENSG00000124343	protein_coding	PAR
808	XIAP	ENSG00000101966	protein_coding	chrX	123859724	123913976	XIAP	ENSG00000101966	protein_coding	S
809	XIST	ENSG00000229807	lncRNA	chrX	73820649	73852723	XIST	ENSG00000229807	lincRNA	Mostly S
810	XK	ENSG00000047597	protein_coding	chrX	37685791	37732130	XK	ENSG00000047597	protein_coding	S
811	XKRX	ENSG00000182489	protein_coding	chrX	100913445	100929433	XKRX	ENSG00000182489	protein_coding	S
812	XPNPEP2	ENSG00000122121	protein_coding	chrX	129738949	129769536	XPNPEP2	ENSG00000122121	protein_coding	Discordant
813	YIPF6	ENSG00000181704	protein_coding	chrX	68498562	68537282	YIPF6	ENSG00000181704	protein_coding	S
814	YY2	ENSG00000230797	protein_coding	chrX	21855987	21858740	YY2	ENSG00000230797	protein_coding	S
815	ZBED1	ENSG00000214717	protein_coding	chrX	2486414	2500976	ZBED1	ENSG00000214717	protein_coding	PAR
816	ZBTB33	ENSG00000177485	protein_coding	chrX	120250752	120258398	ZBTB33	ENSG00000177485	protein_coding	S
817	ZC3H12B	ENSG00000102053	protein_coding	chrX	65366638	65507887	ZC3H12B	ENSG00000102053	protein_coding	Discordant
818	ZC4H2	ENSG00000126970	protein_coding	chrX	64915802	65034713	ZC4H2	ENSG00000126970	protein_coding	S
819	ZCCHC12	ENSG00000174460	protein_coding	chrX	118823824	118826968	ZCCHC12	ENSG00000174460	protein_coding	S
820	ZCCHC13	ENSG00000187969	protein_coding	chrX	74304180	74305034	ZCCHC13	ENSG00000187969	protein_coding	No call
821	ZCCHC18	ENSG00000166707	protein_coding	chrX	104112131	104115842	ZCCHC18	ENSG00000166707	protein_coding	Mostly S
822	ZDHHC15	ENSG00000102383	protein_coding	chrX	75368427	75523502	ZDHHC15	ENSG00000102383	protein_coding	S
823	ZDHHC9	ENSG00000188706	protein_coding	chrX	129803288	129843909	ZDHHC9	ENSG00000188706	protein_coding	S
824	ZFP92	ENSG00000189420	protein_coding	chrX	153411472	153426481	ZFP92	ENSG00000189420	protein_coding	No call
825	ZFX	ENSG00000005889	protein_coding	chrX	24149173	24216255	ZFX	ENSG00000005889	protein_coding	E
826	ZIC3	ENSG00000156925	protein_coding	chrX	137566127	137577691	ZIC3	ENSG00000156925	protein_coding	S
827	ZMAT1	ENSG00000166432	protein_coding	chrX	101882288	101932079	ZMAT1	ENSG00000166432	protein_coding	Mostly S
828	ZMYM3	ENSG00000147130	protein_coding	chrX	71239624	71255146	ZMYM3	ENSG00000147130	protein_coding	S
829	ZNF157	ENSG00000147117	protein_coding	chrX	47370578	47414498	ZNF157	ENSG00000147117	protein_coding	Discordant
830	ZNF182	ENSG00000147118	protein_coding	chrX	47974851	48003989	ZNF182	ENSG00000147118	protein_coding	S
831	ZNF185	ENSG00000147394	protein_coding	chrX	152914442	152973480	ZNF185	ENSG00000147394	protein_coding	Mostly S
832	ZNF275	ENSG00000063587	protein_coding	chrX	153334147	153360110	ZNF275	ENSG00000063587	protein_coding	S
833	ZNF280C	ENSG00000056277	protein_coding	chrX	130202707	130268899	ZNF280C	ENSG00000056277	protein_coding	Mostly S
834	ZNF41	ENSG00000147124	protein_coding	chrX	47445178	47483222	ZNF41	ENSG00000147124	protein_coding	S
835	ZNF449	ENSG00000173275	protein_coding	chrX	135344796	135363413	ZNF449	ENSG00000173275	protein_coding	S
836	ZNF630	ENSG00000221994	protein_coding	chrX	47983356	48071658	ZNF630	ENSG00000221994	protein_coding	Mostly S
837	ZNF674	ENSG00000251192	protein_coding	chrX	46497725	46545457	ZNF674	ENSG00000251192	protein_coding	S
838	ZNF711	ENSG00000147180	protein_coding	chrX	85243991	85273362	ZNF711	ENSG00000147180	protein_coding	Discordant
839	ZNF75D	ENSG00000186376	protein_coding	chrX	135248920	135344109	ZNF75D	ENSG00000186376	protein_coding	S
840	ZNF81	ENSG00000197779	protein_coding	chrX	47836902	48002561	ZNF81	ENSG00000197779	protein_coding	Mostly S
841	ZRSR2	ENSG00000169249	protein_coding	chrX	15790472	15823260	ZRSR2	ENSG00000169249	protein_coding	E
842	ZXDA	ENSG00000198205	protein_coding	chrX	57905430	57910458	ZXDA	ENSG00000198205	protein_coding	S
843	ZXDB	ENSG00000198455	protein_coding	chrX	57592011	57597477	ZXDB	ENSG00000198455	protein_coding	S
