gene	intercept	intercept_err	x_coeff	x_coeff_err	x_pval	x_adj_pval	adj.r.sq	reg_pval	reg_adj_pval	deltaEx	deltaEx_err	region	gene_name.104	gene_id.104	gene_type.104	chr	start	stop	gene_id.84	gene_type.84
MAGT1	6423.538645	375.7613528	17.62915012	221.529098	0.937038345	0.959549777	0.217164257	0.036595762	0.049520456	0.002744461	0.034487455	NPX	MAGT1	ENSG00000102158	protein_coding	chrX	77825747	77895593	ENSG00000102158	protein_coding
NONO	29163.06588	664.094741	-36.27978631	438.6540049	0.934569479	0.959549777	0.029178515	0.360790136	0.380896087	-0.001244032	0.01504145	NPX	NONO	ENSG00000147140	protein_coding	chrX	71254814	71301522	ENSG00000147140	protein_coding
WDR45	703.0133966	37.07077698	-1.752062062	19.46720123	0.928814757	0.959549777	0.365043001	0.002337214	0.004859695	-0.002492217	0.027691393	NPX	WDR45	ENSG00000196998	protein_coding	chrX	49074433	49101170	ENSG00000196998	protein_coding
ENOX2	918.2967195	46.05288451	1.68831445	22.95402772	0.941797896	0.961536175	0.430579608	0.000498927	0.001269657	0.001838528	0.024996478	NPX	ENOX2	ENSG00000165675	protein_coding	chrX	130622325	130903234	ENSG00000165675	protein_coding
TMEM187	159.2917359	9.068927015	-0.337591043	4.891453211	0.945380791	0.962312985	0.331373345	0.004751345	0.00900116	-0.002119326	0.030707751	NPX	TMEM187	ENSG00000177854	protein_coding	chrX	153972754	153983194	ENSG00000177854	protein_coding
LAS1L	3769.840192	143.5585075	4.705339443	88.69031322	0.957999712	0.97225566	0.128880995	0.12562952	0.149789043	0.001248154	0.023526327	NPX	LAS1L	ENSG00000001497	protein_coding	chrX	65438549	65534810	ENSG00000001497	protein_coding
ARMCX6	1575.898522	55.04602078	-1.487591331	30.48339353	0.961364184	0.972775034	0.324530924	0.005453222	0.010106242	-0.000943964	0.019343528	NPX	ARMCX6	ENSG00000198960	protein_coding	chrX	101615118	101618001	ENSG00000198960	protein_coding
BCAP31	3981.796759	114.031804	-3.304736856	74.23625817	0.964753147	0.973316044	0.037101672	0.336172403	0.357117724	-0.000829961	0.018643925	NPX	BCAP31	ENSG00000185825	protein_coding	chrX	153700492	153724565	ENSG00000185825	protein_coding
ATP6AP1	3278.166774	125.8406989	1.724978861	74.12635899	0.981570314	0.984469765	0.210336476	0.04067335	0.053967363	0.000526202	0.022612147	NPX	ATP6AP1	ENSG00000071553	protein_coding	chrX	154428633	154436516	ENSG00000071553	protein_coding
UTP14A	3068.075156	152.1503618	-1.713389125	73.67807351	0.981582756	0.984469765	0.506267142	6.11E-05	0.000231666	-0.000558457	0.024014445	NPX	UTP14A	ENSG00000156697	protein_coding	chrX	129906121	129929761	ENSG00000156697	protein_coding
RAB9A	4622.80661	319.9182466	-2.873792935	192.5055088	0.988176586	0.988176586	0.17196407	0.071306406	0.089725034	-0.000621655	0.041642584	NPX	RAB9A	ENSG00000123595	protein_coding	chrX	13689128	13710504	ENSG00000123595	protein_coding
